i,Jsm,Jc,R
22.8166063189074,840604936210.315,2048679319.63941,410.315527741195
23.0210442882704,842882348163.301,2060957445.49845,408.97610477321
23.2274883118843,845166809591.119,2073319332.52048,407.63947759252
23.4359597736429,847458339624.433,2085765618.13593,406.305642520762
23.6464803012966,849756957352.823,2098296944.96554,404.9745958939
23.8590717693638,852062681822.915,2110913960.86244,403.646334062234
24.0737563020702,854375532036.43,2123617318.95442,402.320853390425
24.290556276332,856695526948.275,2136407677.68675,400.998150257485
24.5094943247684,859022685464.531,2149285700.86492,399.67822105681
24.7305933387538,861357026440.458,2162252057.69803,398.361062196178
24.953876471507,863698568678.47,2175307422.84232,397.046670097754
25.1793671412149,866047330926.027,2188452476.44482,395.735041198124
25.4070890341966,868403331873.571,2201687904.1877,394.426171948274
25.6370661081043,870766590152.353,2215014397.33239,393.120058813633
25.8693225951614,873137124332.277,2228432652.76444,391.816698274064
26.103883005444,875514952919.713,2241943373.03849,390.516086823877
26.3407721301937,877900094355.221,2255547266.42337,389.218220971849
26.5800150451797,880292567011.323,2269245046.94786,387.923097241224
26.8216371140934,882692389190.161,2283037434.44636,386.630712169736
27.0656639919876,885099579121.166,2296925154.60502,385.341062309611
27.3121216287568,887514154958.706,2310908939.00833,384.054144227578
27.5610362726554,889936134779.628,2324989525.18556,382.769954504892
27.8124344738657,892365536580.859,2339167656.65802,381.488489737322
28.0663430880982,894802378276.879,2353444082.98607,380.209746535191
28.3227892802411,897246677697.219,2367819559.81685,378.933721523367
28.5818005280573,899698452583.915,2382294848.93215,377.660411341275
28.8434046259126,902157720588.875,2396870718.29637,376.389812642922
29.1076296885628,904624499271.29,2411547942.10518,375.121922096888
29.3745041549753,907098806094.915,2426327300.83399,373.856736386358
29.6440567921983,909580658425.383,2441209581.28704,372.59425220912
29.9163166992834,912070073527.462,2456195576.64677,371.334466277573
30.1913133112416,914567068562.229,2471286086.52312,370.077375318752
30.4690764030588,917071660584.281,2486481917.00366,368.822976074324
30.7496360937495,919583866538.826,2501783880.70341,367.571265300611
31.0330228504615,922103703258.785,2517192796.81539,366.322239768594
31.3192674926342,924631187461.854,2532709491.16131,365.075896263921
31.6084011961946,927166335747.471,2548334796.24235,363.832231586927
31.9004554978167,929709164593.817,2564069551.29055,362.591242552635
32.1954622992156,932259690354.704,2579914602.32014,361.352925990773
32.4934538715049,934817929256.458,2595870802.17932,360.117278745787
32.7944628596017,937383897394.777,2611939010.60243,358.884297676834
33.0985222866759,939957610731.472,2628120094.26195,357.653979657821
33.4056655586645,942539085091.262,2644414926.82136,356.426321577383
33.7159264688254,945128336158.431,2660824388.98769,355.201320338921
34.0293392023533,947725379473.5,2677349368.56468,353.978972860599
34.3459383410495,950330230429.85,2693990760.50623,352.759276075346
34.6657588680365,952942904270.25,2710749466.96972,351.542226930887
34.9888361725418,955563416083.412,2727626397.37012,350.327822389728
35.3152060547231,958191780800.424,2744622468.43382,349.116059429187
35.6449047305587,960828013191.19,2761738604.25309,347.906935041394
35.9779688367936,963472127860.817,2778975736.34071,346.700446233293
36.3144354359373,966124139245.905,2796334803.68457,345.496590026666
36.6543420213256,968784061610.867,2813816752.80297,344.295363458128
36.9977265222357,971451909044.121,2831422537.79966,343.096763579147
37.3446273090633,974127695454.281,2849153120.41948,341.900787456049
37.6950831985611,976811434566.31,2867009470.10417,340.707432170016
38.0491334591287,979503139917.553,2884992564.04806,339.516694817115
38.4068178161754,982202824853.815,2903103387.25462,338.328572508282
38.7681764575324,984910502525.296,2921342932.59249,337.143062369352
39.1332500389347,987626185882.536,2939712200.85227,335.960161541054
39.5020796895646,990349887672.303,2958212200.80339,334.779867179016
39.8747070176517,993081620433.382,2976843949.25091,333.602176453784
40.2511741161472,995821396492.38,2995608471.09297,332.427086550816
40.6315235684514,998569227959.41,3014506799.37796,331.254594670499
41.0157984542125,1001325126723.77,3033539975.36222,330.084698028152
41.4040423551932,1004089104449.56,3052709048.5679,328.917393854026
41.7962993611926,1006861172571.21,3072015076.84065,327.752679393322
42.192614076049,1009641342289.02,3091459126.40807,326.590551906183
42.5930316236962,1012429624564.56,3111042271.93765,325.431008667711
