i,Jsm,Jc,R
562.950581624831,1379332910893.08,5595146598.08201,246.523104750447
563.399492366876,1379507118671.2,5598512241.17629,246.406019893128
563.84864109314,1379681235288.45,5601879067.50002,246.289007431959
564.298027860379,1379855260733.31,5605247077.16752,246.172067303515
564.747652725338,1380029194994.3,5608616270.29307,246.055199444441
565.197515744753,1380203038059.91,5611986646.99093,245.938403791455
565.647616975263,1380376789918.66,5615358207.37542,245.821680281344
566.09795647369,1380550450559.06,5618730951.56081,245.705028850966
566.548534296673,1380724019969.65,5622104879.66141,245.588449437251
566.999350500965,1380897498138.94,5625479991.79153,245.471941977198
567.450405143281,1381070885055.48,5628856288.06547,245.35550640788
567.901698280301,1381244180707.81,5632233768.59753,245.239142666437
568.353229968698,1381417385084.48,5635612433.50204,245.12285069008
568.805000265197,1381590498174.03,5638992282.89329,245.006630416092
569.257009226476,1381763519965.04,5642373316.88562,244.890481781826
569.709256909259,1381936450446.06,5645755535.59333,244.774404724705
570.161743370172,1382109289605.68,5649138939.13079,244.658399182219
570.614468665964,1382282037432.46,5652523527.61228,244.542465091934
571.067432853294,1382454693915,5655909301.15216,244.426602391481
571.520635988787,1382627259041.88,5659296259.86477,244.310811018562
571.974078129196,1382799732801.7,5662684403.86445,244.195090910949
572.427759331131,1382972115183.06,5666073733.26555,244.079442006485
572.881679651257,1383144406174.57,5669464248.18241,243.96386424308
573.335839146282,1383316605764.85,5672855948.72938,243.848357558715
573.790237872831,1383488713942.51,5676248835.02083,243.73292189144
574.244875887535,1383660730696.19,5679642907.17115,243.617557179373
574.699753247098,1383832656014.51,5683038165.29464,243.502263360705
575.154870008183,1384004489886.12,5686434609.50574,243.387040373689
575.610226227389,1384176232299.65,5689832239.91879,243.271888156655
576.065821961351,1384347883243.77,5693231056.64817,243.156806647997
576.521657266744,1384519442707.12,5696631059.80827,243.041795786178
576.977732200171,1384690910678.38,5700032249.51347,242.926855509732
577.434046818337,1384862287146.2,5703434625.87819,242.81198575726
577.890601177777,1385033572099.26,5706838189.01681,242.69718646743
578.347395335146,1385204765526.26,5710242939.04375,242.582457578981
578.804429347132,1385375867415.86,5713648876.07339,242.46779903072
579.261703270311,1385546877756.77,5717056000.22016,242.35321076152
579.719217161239,1385717796537.69,5720464311.59846,242.238692710326
580.176971076626,1385888623747.31,5723873810.32275,242.124244816146
580.634965073064,1386059359374.36,5727284496.50743,242.00986701806
581.093199207136,1386230003407.54,5730696370.26694,241.895559255214
581.551673535447,1386400555835.59,5734109431.7157,241.781321466822
582.010388114646,1386571016647.23,5737523680.96819,241.667153592166
582.469343001279,1386741385831.2,5740939118.13882,241.553055570597
582.928538251972,1386911663376.24,5744355743.34206,241.43902734153
583.387973923286,1387081849271.09,5747773556.69237,241.325068844449
583.847650071874,1387251943504.51,5751192558.30421,241.211180018907
584.307566754273,1387421946065.27,5754612748.29204,241.097360804522
584.767724027071,1387591856942.12,5758034126.77035,240.98361114098
585.228121946901,1387761676123.84,5761456693.85362,240.869930968034
585.688760570298,1387931403599.2,5764880449.65633,240.756320225503
586.149639953814,1388101039357,5768305394.29296,240.642778853276
586.610760154084,1388270583386.01,5771731527.87802,240.529306791304
587.072121227652,1388440035675.05,5775158850.526,240.415903979609
587.533723231102,1388609396212.9,5778587362.35141,240.302570358277
587.99556622099,1388778664988.38,5782017063.46879,240.189305867459
588.457650253865,1388947841990.29,5785447953.99263,240.076110447378
588.919975386298,1389116927207.47,5788880034.03746,239.962984038319
589.382541674863,1389285920628.74,5792313303.7178,239.849926580634
589.845349176108,1389454822242.93,5795747763.14822,239.73693801474
590.308397946558,1389623632038.88,5799183412.44324,239.624018281122
590.771688042788,1389792350005.43,5802620251.7174,239.511167320332
591.235219521376,1389960976131.44,5806058281.08529,239.398385072984
591.698992438835,1390129510405.76,5809497500.66143,239.285671479761
592.163006851669,1390297952817.25,5812937910.56042,239.173026481409
