i,DeltaG_kBT_single_S_1p29,DeltaG_kBT_single_S_1p39,DeltaG_kBT_single_S_1p59
1.2813789201644,0.416900042608968,0.395960710012996,0.358258828443704
1.28331413585688,0.419679704154638,0.398595885396567,0.360633852260986
1.28525246637569,0.422462644280095,0.40123410680223,0.363011503373422
1.28719391710505,0.425248867394444,0.403875378237095,0.365391785064315
1.28913849343865,0.42803837791375,0.406519703714527,0.367774700621955
1.29108620078125,0.430831180260497,0.409167087253481,0.370160253338737
1.29303704454713,0.433627278864239,0.411817532879274,0.372548446512131
1.2949910301604,0.43642667816143,0.414471044623384,0.374939283444453
1.29694816305565,0.439229382595154,0.417127626523145,0.377332767442459
1.29890844867739,0.442035396615538,0.419787282622186,0.379728901817877
1.30087189248106,0.444844724679306,0.42245001696992,0.382127689886743
1.30283849993116,0.447657371250391,0.425115833622292,0.384529134970405
1.3048082765029,0.450473340799386,0.427784736641107,0.386933240394634
1.30678122768172,0.453292637803877,0.430456730094401,0.389340009490058
1.30875735896383,0.456115266748215,0.433131818056169,0.391749445591817
1.31073667585442,0.458941232123987,0.435810004606971,0.394161552040402
1.31271918386996,0.461770538429421,0.438491293833168,0.396576332180599
1.3147048885374,0.464603190169695,0.441175689827287,0.398993789361941
1.31669379539347,0.467439191857139,0.443863196688277,0.401413926939077
1.31868590998504,0.470278548010947,0.446553818521195,0.403836748271392
1.32068123786969,0.473121263157374,0.449247559437359,0.4062622567231
1.32267978461584,0.475967341829504,0.451944423554105,0.408690455662974
1.32468155580129,0.478816788567638,0.454644414995288,0.411121348465041
1.32668655701547,0.481669607918852,0.457347537890668,0.413554938507674
1.32869479385724,0.484525804437542,0.46005379637662,0.415991229174592
1.33070627193676,0.487385382684835,0.462763194595411,0.418430223853885
1.33272099687368,0.490248347229259,0.465475736695996,0.420871925939058
1.33473897429909,0.493114702646173,0.468191426833307,0.423316338828055
1.33676020985411,0.495984453518147,0.470910269168741,0.425763465923933
1.33878470919089,0.498857604434656,0.473632267869775,0.428213310634353
1.34081247797175,0.501734159992472,0.476357427110421,0.430665876372137
1.34284352186956,0.504614124795499,0.47908575107104,0.433121166555041
1.34487784656819,0.507497503454594,0.481817243938123,0.435579184605472
